dateLivraisonEffective,dateLivraisonEstimee,ecartLivraison,note,notePrediction,id
2018-01-08 19:20:15,2017-12-26 00:00:00,13.805729166666666,5.0,2.4290544039327746,39
2018-03-12 17:19:32,2018-03-12 00:00:00,0.7218981481481482,4.0,2.7751993990185237,40
2017-05-15 13:14:09,2017-05-15 00:00:00,0.5514930555555556,4.0,2.779707625229529,41
2018-06-04 18:56:32,2018-06-01 00:00:00,3.7892592592592593,1.0,2.6940494900026555,42
2017-08-28 16:23:46,2017-03-29 00:00:00,152.6831712962963,1.0,-1.245078306543431,43
2018-04-26 00:22:57,2018-04-26 00:00:00,0.0159375,5.0,2.7938762486918423,44
2017-12-28 19:52:28,2017-12-19 00:00:00,9.828101851851851,1.0,2.534286257308959,45
2018-06-25 21:14:37,2018-06-06 00:00:00,19.885150462962965,2.0,2.2682176236539537,46
2018-04-11 18:43:24,2018-04-09 00:00:00,2.7801388888888887,2.0,2.7207467138622716,47
2018-06-06 19:26:46,2018-06-06 00:00:00,0.8102546296296297,5.0,2.7728618456058487,48
2017-11-03 17:33:35,2017-11-03 00:00:00,0.7316550925925926,5.0,2.7749412699214733,49
2017-12-22 20:52:17,2017-12-20 00:00:00,2.869641203703704,1.0,2.718378846356349,50
2018-05-02 20:03:06,2018-04-18 00:00:00,14.835486111111111,1.0,2.4018112201917328,51
2018-01-21 14:45:08,2018-01-11 00:00:00,10.614675925925926,2.0,2.5134767040046104,52
2018-02-27 19:43:56,2018-02-02 00:00:00,25.82217592592593,1.0,2.111148058417855,53
2017-10-26 17:12:57,2017-10-26 00:00:00,0.7173263888888889,4.0,2.7753203491885534,54
2018-05-18 12:18:50,2018-04-27 00:00:00,21.5130787037037,1.0,2.2251492584256356,55
2017-11-27 18:52:03,2017-10-30 00:00:00,28.786145833333332,1.0,2.0327334604624303,56
2017-06-22 14:44:37,2017-06-09 00:00:00,13.614317129629631,1.0,2.434118388519992,57
2018-01-26 19:09:07,2018-01-10 00:00:00,16.797997685185184,1.0,2.349891139735014,58
2018-05-03 14:48:31,2018-04-30 00:00:00,3.6170254629629626,5.0,2.6986060962816727,59
2018-06-04 18:34:01,2018-05-30 00:00:00,5.773622685185185,1.0,2.641551298353491,60
2018-01-09 16:48:54,2017-12-15 00:00:00,25.700625000000002,2.0,2.114363801925834,61
2018-06-09 16:59:52,2018-06-01 00:00:00,8.70824074074074,2.0,2.563913231109953,62
2018-03-29 12:58:43,2018-03-16 00:00:00,13.499108796296296,1.0,2.43716633280474,63
2018-04-09 10:46:52,2018-03-29 00:00:00,11.449212962962962,1.0,2.4913982456253176,64
2018-08-09 16:47:28,2018-08-06 00:00:00,3.6996296296296296,2.0,2.6964207257411617,65
2018-06-06 18:29:53,2018-05-30 00:00:00,7.770752314814815,5.0,2.5887153648371295,66
2018-03-23 18:33:08,2018-03-14 00:00:00,9.77300925925926,1.0,2.535743783408557,67
2017-12-21 19:34:55,2017-12-20 00:00:00,1.815914351851852,5.0,2.7462561764319005,68
2017-05-12 14:23:08,2017-05-11 00:00:00,1.599398148148148,3.0,2.7519843152439143,69
2017-12-30 17:08:04,2017-12-28 00:00:00,2.713935185185185,2.0,2.7224981948054867,70
2018-04-06 00:59:38,2018-03-20 00:00:00,16.99974537037037,1.0,2.3445537159026406,71
2018-04-30 18:41:48,2018-04-27 00:00:00,3.779027777777778,5.0,2.6943201734211524,72
2018-01-09 22:58:06,2017-12-27 00:00:00,13.957013888888888,2.0,2.4250520250151593,73
2018-01-09 17:36:14,2017-12-19 00:00:00,21.733495370370367,1.0,2.219317929215394,74
2018-01-05 22:17:17,2017-12-21 00:00:00,15.928668981481481,1.0,2.372890044218381,75
2018-04-18 20:38:24,2018-04-06 00:00:00,12.86,1.0,2.4540745541689666,76
2017-12-04 19:17:15,2017-11-03 00:00:00,31.803645833333334,1.0,1.9529026738072908,77
2017-09-12 14:47:36,2017-09-08 00:00:00,4.616388888888889,2.0,2.672167001519107,78
2018-04-30 15:46:47,2018-04-02 00:00:00,28.657488425925923,5.0,2.0361372125891393,79
2018-01-11 18:33:02,2017-12-29 00:00:00,13.772939814814814,1.0,2.4299218769244053,80
2018-05-03 00:52:25,2018-04-20 00:00:00,13.036400462962964,1.0,2.449407714823593,81
2018-04-17 22:27:39,2018-04-12 00:00:00,5.935868055555556,4.0,2.637258945230766,82
2018-04-06 19:42:40,2018-03-22 00:00:00,15.77962962962963,1.0,2.3768330197613485,83
2018-08-27 21:40:40,2018-08-24 00:00:00,3.9032407407407406,3.0,2.69103400323189,84
2017-03-10 08:54:02,2017-03-10 00:00:00,0.3708564814814815,5.0,2.784486534859031,85
2017-12-15 20:49:53,2017-12-15 00:00:00,0.867974537037037,5.0,2.771334811433854,86
2018-01-05 23:24:43,2018-01-04 00:00:00,1.975497685185185,5.0,2.742034249990459,87
2017-10-16 19:10:02,2017-10-11 00:00:00,5.798634259259259,4.0,2.6408895937523917,88
2018-04-23 18:36:25,2018-04-20 00:00:00,3.775289351851852,2.0,2.6944190769779106,89
2017-04-17 12:51:55,2017-04-04 00:00:00,13.536053240740742,1.0,2.4361889329497157,90
2017-09-19 16:15:56,2017-08-29 00:00:00,21.677731481481484,3.0,2.220793215086794,91
2018-06-05 20:22:11,2018-05-28 00:00:00,8.848738425925925,1.0,2.560196233353015,92
2018-09-17 13:48:28,2018-08-21 00:00:00,27.575324074074075,1.0,2.0647668833425716,93
2018-08-21 15:49:44,2018-08-13 00:00:00,8.659537037037037,1.0,2.5652017331744714,94
2018-02-28 23:48:36,2018-02-09 00:00:00,19.992083333333333,1.0,2.2653886144871076,95
2018-02-15 20:28:40,2018-01-12 00:00:00,34.85324074074074,5.0,1.8722227863382468,96
2018-04-18 21:16:38,2018-04-02 00:00:00,16.886550925925928,1.0,2.347548380871983,97
2018-09-03 15:36:49,2018-08-22 00:00:00,12.650567129629628,2.0,2.459615296768175,98
2017-12-29 20:22:21,2017-12-18 00:00:00,11.848854166666667,1.0,2.4808253635469506,99
2017-12-23 16:12:39,2017-12-15 00:00:00,8.67545138888889,1.0,2.5647807041015835,100
2018-04-10 16:57:47,2018-04-10 00:00:00,0.7067939814814815,3.0,2.775598993884065,101
2018-04-10 00:03:32,2018-04-03 00:00:00,7.002453703703704,1.0,2.609041423664321,102
2018-01-27 01:56:24,2018-01-24 00:00:00,3.080833333333333,3.0,2.7127915609069015,103
2018-04-05 18:03:35,2018-03-27 00:00:00,9.752488425925927,1.0,2.5362866812603615,104
2018-03-15 02:08:22,2018-03-13 00:00:00,2.0891435185185183,2.0,2.7390276431055947,105
2018-06-08 18:32:22,2018-05-30 00:00:00,9.772476851851852,1.0,2.535757868744814,106
2018-05-02 15:36:29,2018-04-23 00:00:00,9.650335648148149,1.0,2.5389892286038602,107
2018-05-07 17:32:00,2018-05-07 00:00:00,0.7305555555555556,2.0,2.7749703592028725,108
2018-03-23 21:49:00,2018-03-13 00:00:00,10.909027777777778,1.0,2.5056893502724713,109
2018-06-10 16:11:54,2018-05-30 00:00:00,11.674930555555555,1.0,2.4854266754584344,110
2017-10-13 17:25:01,2017-10-02 00:00:00,11.725706018518517,1.0,2.4840833630636996,111
2018-06-19 20:21:16,2018-06-12 00:00:00,7.848101851851852,3.0,2.586669010441412,112
2018-08-22 12:46:55,2018-08-15 00:00:00,7.532581018518518,5.0,2.595016409391233,113
2018-06-05 19:43:41,2018-05-30 00:00:00,6.822002314814815,4.0,2.6138154340464297,114
2018-08-10 21:52:37,2018-07-11 00:00:00,30.911539351851854,1.0,1.9765041857200714,115
2018-08-07 18:33:02,2018-08-06 00:00:00,1.7729398148148148,5.0,2.7473931080301797,116
2018-03-22 20:48:38,2018-03-22 00:00:00,0.8671064814814815,5.0,2.771357776656011,117
2017-05-23 14:19:48,2017-05-18 00:00:00,5.597083333333334,1.0,2.646221812134409,118
2018-06-06 23:07:34,2018-06-06 00:00:00,0.963587962962963,5.0,2.7688052687639417,119
2017-09-15 16:55:47,2017-08-24 00:00:00,22.705405092592596,4.0,2.1936051478789302,120
2017-06-28 14:29:50,2017-05-31 00:00:00,28.60405092592593,3.0,2.0375509516651573,121
2017-05-22 09:57:45,2017-05-03 00:00:00,19.415104166666666,1.0,2.2806531383507784,122
2018-05-15 23:09:36,2018-05-10 00:00:00,5.965,1.0,2.6364882323751595,123
2017-05-17 15:22:35,2017-05-15 00:00:00,2.6406828703703704,4.0,2.7244361533526207,124
2018-04-09 19:58:39,2018-04-05 00:00:00,4.832395833333334,1.0,2.666452335637426,125
2018-04-11 19:57:39,2018-04-04 00:00:00,7.831701388888889,1.0,2.5871029000387082,126
2017-04-26 09:35:51,2017-03-06 00:00:00,51.35822916666667,1.0,1.4355678700911416,127
2018-03-19 20:03:38,2018-03-19 00:00:00,0.8358564814814815,5.0,2.7721845246536825,128
2018-05-10 14:06:51,2018-05-08 00:00:00,2.588090277777778,1.0,2.725827539612405,129
2018-03-28 19:14:53,2018-03-21 00:00:00,7.760335648148149,1.0,2.58899094750302,130
2017-12-05 19:03:35,2017-11-30 00:00:00,5.794155092592593,5.0,2.6410080942987246,131
2018-08-09 10:54:43,2018-08-07 00:00:00,2.454664351851852,1.0,2.7293574473594995,132
2018-02-24 01:21:34,2018-02-22 00:00:00,2.0566435185185186,3.0,2.7398874610231725,133
2018-01-13 11:14:31,2017-12-22 00:00:00,22.46841435185185,1.0,2.1998749597309,134
2018-04-12 15:59:05,2018-04-02 00:00:00,10.666030092592592,1.0,2.5121180814617707,135
2017-12-30 13:13:25,2017-12-19 00:00:00,11.550983796296295,1.0,2.4887058029795686,136
2018-04-09 15:48:45,2018-04-06 00:00:00,3.6588541666666665,5.0,2.6974994787766415,137
2018-08-17 17:46:51,2018-08-14 00:00:00,3.7408680555555556,5.0,2.6953297245871974,138
2018-01-24 18:38:39,2018-01-16 00:00:00,8.776840277777778,1.0,2.562098366153583,139
2017-11-15 13:36:54,2017-11-14 00:00:00,1.5672916666666667,3.0,2.752833722260781,140
2018-01-12 00:15:11,2018-01-05 00:00:00,7.010543981481482,1.0,2.608827387793813,141
2018-07-31 00:48:30,2018-07-31 00:00:00,0.033680555555555554,5.0,2.7934068395509426,142
2017-10-20 17:18:56,2017-10-19 00:00:00,1.7214814814814814,2.0,2.7487544863996782,143
2018-02-01 19:27:58,2018-01-30 00:00:00,2.811087962962963,3.0,2.7199279271416152,144
2018-08-27 18:06:38,2018-08-14 00:00:00,13.754606481481481,1.0,2.4304069024163724,145
2018-08-10 17:37:03,2018-08-10 00:00:00,0.7340625,4.0,2.774877579705356,146
2017-03-24 15:12:21,2017-03-23 00:00:00,1.6335763888888888,2.0,2.7510800978968315,147
2017-09-12 20:58:45,2017-08-11 00:00:00,32.87413194444444,3.0,1.9245819618426179,148
2018-03-16 17:48:54,2018-03-16 00:00:00,0.7422916666666667,2.0,2.774659869399303,149
2018-03-10 15:03:41,2018-03-06 00:00:00,4.62755787037037,1.0,2.67187151566068,150
2018-06-07 18:48:47,2018-06-07 00:00:00,0.7838773148148147,1.0,2.773559682156476,151
2018-03-20 20:02:12,2018-03-19 00:00:00,1.8348611111111113,4.0,2.745754922182942,152
2018-05-11 21:23:40,2018-05-08 00:00:00,3.8914351851851854,3.0,2.6913463302532326,153
2018-02-16 13:32:04,2018-02-16 00:00:00,0.5639351851851852,3.0,2.7793784570452713,154
2018-07-23 23:27:30,2018-07-19 00:00:00,4.977430555555555,5.0,2.6626153063193447,155
2018-04-09 20:04:58,2018-03-20 00:00:00,20.79511574074074,5.0,2.2441436405706523,156
2017-07-28 19:52:01,2017-07-28 00:00:00,0.8277893518518519,5.0,2.772397948118267,157
2018-08-28 13:15:47,2018-08-28 00:00:00,0.5526273148148148,5.0,2.7796776173392432,158
2018-05-17 14:56:49,2018-05-17 00:00:00,0.6227893518518518,2.0,2.77782141498299,159
2018-01-02 11:19:15,2017-12-20 00:00:00,13.471701388888889,1.0,2.4378914214189944,160
2017-12-21 16:12:42,2017-12-20 00:00:00,1.675486111111111,4.0,2.7499713369710657,161
2018-01-05 16:32:14,2017-12-12 00:00:00,24.689050925925926,1.0,2.1411259408134162,162
2017-12-11 20:38:51,2017-12-05 00:00:00,6.8603125,1.0,2.612801902241877,163
2017-08-18 17:57:44,2017-08-16 00:00:00,2.748425925925926,5.0,2.7215857099784273,164
2018-06-06 20:32:22,2018-06-01 00:00:00,5.855810185185185,1.0,2.6393769511196155,165
2018-02-06 17:27:03,2018-01-26 00:00:00,11.727118055555556,1.0,2.4840460063023233,166
2018-08-02 21:18:45,2018-07-30 00:00:00,3.8880208333333335,1.0,2.691436660127052,167
2017-12-23 15:23:40,2017-12-22 00:00:00,1.6414351851851852,5.0,2.750872186085565,168
2018-04-10 22:04:10,2018-03-26 00:00:00,15.919560185185185,1.0,2.373131025949554,169
2018-03-07 03:33:48,2018-03-05 00:00:00,2.1484722222222223,5.0,2.7374580467218674,170
2018-02-20 22:42:53,2018-02-05 00:00:00,15.94644675925926,1.0,2.3724197164685945,171
2018-04-26 21:38:28,2018-04-13 00:00:00,13.901712962962963,1.0,2.4265150627680754,172
2018-08-15 19:16:41,2018-08-14 00:00:00,1.8032523148148147,5.0,2.746591162472438,173
2017-10-10 16:03:17,2017-10-05 00:00:00,5.668946759259259,5.0,2.6443205979427273,174
2018-04-17 23:41:21,2018-04-17 00:00:00,0.9870486111111111,4.0,2.768184595359764,175
2017-12-12 00:03:36,2017-12-12 00:00:00,0.0025,5.0,2.794231750330841,176
2018-04-19 20:19:20,2018-04-19 00:00:00,0.8467592592592593,5.0,2.771896081463384,177
2018-01-10 14:43:15,2017-12-28 00:00:00,13.613368055555556,1.0,2.4341434971628844,178
2018-03-29 14:59:39,2018-03-29 00:00:00,0.6247569444444444,4.0,2.777769360479433,179
2018-08-09 19:18:42,2018-08-08 00:00:00,1.8046527777777779,1.0,2.7465541119140244,180
2018-05-07 23:12:25,2018-04-26 00:00:00,11.966956018518518,3.0,2.4777008685216773,181
2018-02-09 23:53:02,2018-02-05 00:00:00,4.995162037037037,1.0,2.6621462033814067,182
2017-10-04 17:53:49,2017-10-03 00:00:00,1.7457060185185185,4.0,2.748113603600002,183
2018-08-30 01:20:34,2018-08-30 00:00:00,0.055949074074074075,5.0,2.792817705051861,184
2018-03-26 13:09:54,2017-12-11 00:00:00,105.506875,4.0,0.0030147654729004714,185
2018-05-01 17:52:11,2018-04-10 00:00:00,21.74457175925926,1.0,2.2190248929806637,186
2018-01-24 19:18:13,2017-12-18 00:00:00,37.80431712962963,1.0,1.7941492984826017,187
2018-03-28 12:47:12,2018-03-27 00:00:00,1.5327777777777778,5.0,2.7537468194937644,188
2018-03-15 17:08:35,2018-03-15 00:00:00,0.7142939814814815,4.0,2.7754005743646237,189
2018-01-08 18:17:40,2017-12-14 00:00:00,25.76226851851852,4.0,2.112732964949687,190
2018-04-02 23:28:57,2018-03-29 00:00:00,4.9784375,1.0,2.662588666661642,191
2018-08-13 20:02:33,2018-08-10 00:00:00,3.835104166666667,3.0,2.6928366200697753,192
2018-08-29 01:41:44,2018-08-29 00:00:00,0.07064814814814814,5.0,2.7924288272899935,193
2018-03-22 15:17:37,2018-03-22 00:00:00,0.6372337962962963,4.0,2.777439273686289,194
2018-02-28 16:14:10,2018-02-21 00:00:00,7.67650462962963,1.0,2.5912087755575133,195
2018-04-20 20:12:26,2018-04-18 00:00:00,2.8419675925925927,5.0,2.719110977638731,196
2018-06-13 19:42:44,2018-06-05 00:00:00,8.821342592592591,1.0,2.5609210157643068,197
2017-07-28 17:14:56,2017-07-27 00:00:00,1.7187037037037038,5.0,2.7488279751105824,198
2018-02-22 18:17:11,2018-02-20 00:00:00,2.7619328703703707,5.0,2.721228371121656,199
2018-03-20 18:42:49,2018-03-16 00:00:00,4.779733796296296,4.0,2.667845559114983,200
2018-03-28 21:22:43,2018-03-27 00:00:00,1.890775462962963,5.0,2.7442756556730346,201
2017-09-28 20:07:28,2017-09-28 00:00:00,0.8385185185185186,5.0,2.7721140979723993,202
2018-01-04 23:54:59,2017-12-18 00:00:00,17.996516203703703,1.0,2.3181832106035856,203
2018-08-13 16:12:25,2018-08-09 00:00:00,4.675289351851852,4.0,2.670608734644978,204
2017-09-04 11:10:58,2017-07-03 00:00:00,63.465949074074075,1.0,1.115246808017098,205
2018-03-16 21:38:35,2018-03-06 00:00:00,10.901793981481482,1.0,2.505880727123784,206
2017-12-27 23:18:28,2017-12-14 00:00:00,13.971157407407409,5.0,2.4246778449954722,207
2018-05-29 20:33:11,2018-05-21 00:00:00,8.856377314814814,1.0,2.559994139398029,208
2017-07-31 18:22:54,2017-07-17 00:00:00,14.765902777777777,1.0,2.403652112399881,209
2018-03-07 20:57:01,2018-02-15 00:00:00,20.87292824074074,3.0,2.2420850380564508,210
2018-08-13 18:32:15,2018-08-13 00:00:00,0.7723958333333334,4.0,2.7738634354948792,211
2018-02-14 19:38:43,2018-02-14 00:00:00,0.8185532407407408,3.0,2.772642298082023,212
2018-02-21 17:42:50,2018-02-19 00:00:00,2.7380787037037035,5.0,2.721859455426545,213
2018-01-24 17:22:31,2018-01-15 00:00:00,9.723969907407406,1.0,2.537041165358977,214
2018-04-13 16:34:49,2018-04-02 00:00:00,11.690844907407408,1.0,2.485005646385546,215
2018-04-20 15:38:53,2018-04-06 00:00:00,14.652002314814816,1.0,2.406665455749912,216
2018-04-30 20:39:38,2018-04-24 00:00:00,6.860856481481481,3.0,2.6127875107026584,217
2018-04-02 17:37:10,2018-03-29 00:00:00,4.734143518518518,1.0,2.6690516925826966,218
2018-01-18 00:28:54,2017-12-19 00:00:00,30.020069444444445,1.0,2.0000888564699366,219
2017-10-27 19:56:32,2017-10-27 00:00:00,0.830925925925926,5.0,2.772314967115537,220
2018-03-08 18:51:32,2018-03-07 00:00:00,1.7857870370370372,1.0,2.747053222742248,221
2017-12-14 12:48:31,2017-12-14 00:00:00,0.5336921296296296,4.0,2.7801785653852398,222
2017-12-09 16:19:01,2017-12-08 00:00:00,1.6798726851851853,4.0,2.7498552860484295,223
2017-12-01 17:09:10,2017-10-27 00:00:00,35.75636574074074,1.0,1.8483297692055465,224
2018-04-06 18:32:20,2018-04-06 00:00:00,0.7724537037037037,3.0,2.7738619044800688,225
2018-04-16 20:28:48,2018-04-04 00:00:00,12.853333333333333,1.0,2.4542509270751363,226
2018-03-28 23:17:36,2018-03-26 00:00:00,2.970555555555556,5.0,2.7157090627297946,227
2017-12-06 19:04:19,2017-11-27 00:00:00,9.794664351851852,1.0,2.5351708776664674,228
2017-12-08 17:32:33,2017-11-16 00:00:00,22.7309375,1.0,2.192929664144537,229
2018-07-06 16:44:49,2018-07-05 00:00:00,1.6977893518518519,5.0,2.749381283863098,230
2018-05-28 10:08:52,2018-05-22 00:00:00,6.422824074074074,1.0,2.624376068006313,231
2018-04-23 14:58:51,2018-04-05 00:00:00,18.62420138888889,5.0,2.3015772115629525,232
2018-04-06 18:56:26,2018-03-21 00:00:00,16.747523148148147,1.0,2.351226490852734,233
2018-03-16 20:47:20,2018-03-14 00:00:00,2.866203703703704,4.0,2.7184697886360927,234
2018-04-11 20:38:35,2018-04-05 00:00:00,6.8601273148148145,3.0,2.6128068014892705,235
2017-10-27 22:55:42,2017-10-26 00:00:00,1.9553472222222223,5.0,2.742567349347476,236
2017-10-20 21:42:47,2017-10-04 00:00:00,16.90471064814815,1.0,2.3470679484244474,237
2018-03-05 22:14:26,2018-02-23 00:00:00,10.926689814814814,1.0,2.505222084552306,238
2017-12-19 16:51:54,2017-12-18 00:00:00,1.7027083333333335,5.0,2.7492511476042054,239
2018-04-11 16:58:44,2018-04-02 00:00:00,9.707453703703704,2.0,2.5374781169858944,240
2017-12-14 23:04:57,2017-12-12 00:00:00,2.961770833333333,1.0,2.715941470778029,241
2018-05-29 17:51:15,2018-05-25 00:00:00,4.743923611111112,1.0,2.668792951079722,242
2018-08-01 20:06:38,2018-07-24 00:00:00,8.837939814814815,1.0,2.5604819207166547,243
2018-04-12 21:03:53,2018-03-21 00:00:00,22.836030092592594,4.0,2.190149341248665,244
2018-06-14 15:06:43,2018-06-08 00:00:00,6.629664351851852,1.0,2.6189039148706152,245
2018-05-17 20:07:22,2018-05-07 00:00:00,10.838449074074076,1.0,2.50755657593536,246
2018-01-05 12:28:30,2017-12-08 00:00:00,28.519791666666666,1.0,2.0397801092292487,247
2017-03-04 07:23:50,2017-03-02 00:00:00,2.3082175925925927,1.0,2.7332318334389565,248
2018-08-23 23:28:39,2018-08-21 00:00:00,2.978229166666667,1.0,2.715506050165922,249
2018-06-06 15:12:35,2018-06-06 00:00:00,0.6337384259259259,4.0,2.777531746980843,250
2018-01-15 19:32:42,2018-01-02 00:00:00,13.814375,3.0,2.4288256703200855,251
2018-08-09 00:18:45,2018-08-09 00:00:00,0.013020833333333334,5.0,2.7939534118382916,252
2018-03-23 20:56:25,2018-03-15 00:00:00,8.872511574074073,1.0,2.5595672924688606,253
2018-03-16 15:26:50,2018-03-14 00:00:00,2.6436342592592594,5.0,2.724358071597285,254
2018-01-19 00:59:40,2018-01-09 00:00:00,10.041435185185184,1.0,2.528642324311523,255
2018-03-16 22:32:58,2018-03-14 00:00:00,2.939560185185185,1.0,2.7165290742623,256
2017-08-29 10:58:15,2017-08-29 00:00:00,0.45711805555555557,3.0,2.7822044041824965,257
2018-08-08 15:18:52,2018-08-08 00:00:00,0.6381018518518519,5.0,2.7774163084641312,258
2017-05-10 12:57:47,2017-05-05 00:00:00,5.540127314814814,1.0,2.6477286369109057,259
2017-08-08 18:17:35,2017-08-08 00:00:00,0.7622106481481481,5.0,2.7741328941015277,260
2017-12-19 20:47:02,2017-12-08 00:00:00,11.86599537037037,1.0,2.4803718769600795,261
2017-05-29 12:43:02,2017-05-22 00:00:00,7.529884259259259,3.0,2.595087754681402,262
2018-04-16 20:11:34,2018-04-05 00:00:00,11.841365740740741,1.0,2.4810234768634296,263
2018-04-18 17:19:40,2018-04-06 00:00:00,12.721990740740742,1.0,2.4577257182890526,264
2017-04-13 10:42:00,2017-04-13 00:00:00,0.4458333333333333,4.0,2.782502952070544,265
2018-05-18 17:32:21,2018-05-17 00:00:00,1.730798611111111,2.0,2.7485079930151874,266
2017-12-12 20:53:44,2017-12-12 00:00:00,0.8706481481481482,5.0,2.7712640785496085,267
2017-11-22 16:40:00,2017-11-09 00:00:00,13.694444444444445,1.0,2.4319985454133706,268
2018-04-02 23:46:35,2018-03-20 00:00:00,13.949016203703705,1.0,2.4252636112619705,269
2018-04-18 18:51:58,2018-04-10 00:00:00,8.786087962962963,1.0,2.561853709986865,270
2017-12-19 18:52:20,2017-12-19 00:00:00,0.7863425925925926,4.0,2.7734944609255483,271
2018-04-15 17:51:28,2018-04-10 00:00:00,5.744074074074074,1.0,2.642333034515733,272
2018-09-03 15:28:36,2018-08-24 00:00:00,10.64486111111111,5.0,2.5126781266794525,273
2017-10-03 21:54:04,2017-10-03 00:00:00,0.9125462962962962,5.0,2.770155623826805,274
2018-03-29 20:34:54,2018-03-05 00:00:00,24.81590277777778,1.0,2.137769956348795,275
2018-01-04 12:17:03,2018-01-03 00:00:00,1.5118402777777777,1.0,2.754300740652204,276
2018-03-26 21:39:42,2018-03-26 00:00:00,0.9025694444444444,4.0,2.7704195707801356,277
2018-03-28 01:38:44,2018-03-23 00:00:00,5.026898148148148,1.0,2.6613065948593273,278
2018-08-22 01:22:31,2018-08-22 00:00:00,0.057303240740740745,5.0,2.7927818793052954,279
2017-06-23 10:59:34,2017-06-23 00:00:00,0.4580324074074074,4.0,2.7821802141484904,280
2017-12-19 01:48:58,2017-12-19 00:00:00,0.07567129629629629,4.0,2.7922959352044416,281
2018-08-04 17:50:39,2018-08-03 00:00:00,1.7435069444444444,5.0,2.748171782162801,282
2018-07-20 13:41:39,2018-06-08 00:00:00,42.570590277777775,5.0,1.668053081471853,283
2018-08-02 18:24:52,2018-07-31 00:00:00,2.7672685185185184,4.0,2.7210872115561275,284
