product_weight_g,product_length_cm,product_height_cm,product_width_cm,price,freight_value,FraisPredits,id
7000.0,90.0,20.0,25.0,149.9,46.34,32.81908093488889,35
150.0,24.0,8.0,16.0,17.99,14.1,13.265071406178805,36
6400.0,63.0,11.0,63.0,169.0,18.47,30.67947996969566,37
1850.0,20.0,15.0,20.0,139.99,21.06,19.418092103806124,38
1600.0,42.0,25.0,15.0,129.99,17.16,20.01602058983802,39
100.0,80.0,10.0,60.0,10.9,15.1,15.261286021579044,40
525.0,17.0,17.0,17.0,21.9,8.29,14.357579182595465,41
16100.0,61.0,61.0,18.0,600.0,113.65,61.51290447702907,42
1100.0,32.0,11.0,27.0,43.9,17.09,16.1983782902904,43
200.0,16.0,14.0,15.0,45.0,15.1,13.953294091530204,44
5600.0,40.0,20.0,40.0,90.0,9.44,27.07652029352854,45
3765.0,44.0,22.0,52.0,958.99,31.46,41.05859397832744,46
8050.0,22.0,52.0,42.0,75.0,16.5,32.8838994320567,47
250.0,16.0,15.0,15.0,34.9,8.72,13.907457474161106,48
875.0,25.0,18.0,40.0,56.99,12.74,16.191402238908296,49
650.0,31.0,13.0,20.0,59.99,16.18,15.657040985389795,50
1650.0,26.0,18.0,11.0,100.99,23.51,18.57396673846426,51
500.0,16.0,16.0,22.0,133.71,29.34,16.47512756106432,52
408.0,23.0,4.0,20.0,57.9,8.57,14.347378246089756,53
300.0,17.0,4.0,12.0,24.99,7.78,13.228669534086745,54
1300.0,27.0,9.0,18.0,69.9,17.74,16.80615544874353,55
300.0,20.0,16.0,16.0,199.9,15.15,17.514005861753382,56
300.0,31.0,6.0,31.0,54.0,14.55,14.481805803997549,57
1400.0,20.0,20.0,20.0,67.0,9.22,17.318100722260752,58
1600.0,25.0,9.0,25.0,1649.89,22.17,49.02548013830542,59
300.0,16.0,4.0,20.0,149.0,12.53,15.707459562437634,60
250.0,16.0,11.0,11.0,199.99,8.98,16.98006507795224,61
2500.0,40.0,6.0,30.0,154.9,18.33,21.279499283484434,62
200.0,21.0,14.0,15.0,124.9,14.21,15.729808485048494,63
1938.0,48.0,11.0,41.0,110.0,11.97,19.836595276639844,64
150.0,20.0,20.0,20.0,35.98,13.61,14.160506619098072,65
100.0,16.0,10.0,16.0,10.0,15.1,12.832556211681442,66
1550.0,30.0,22.0,30.0,49.0,17.64,17.760097556769686,67
500.0,20.0,10.0,16.0,219.0,14.55,17.97201180470966,68
150.0,16.0,7.0,20.0,34.9,14.1,13.282344146237,69
900.0,31.0,11.0,26.0,59.9,32.4,16.07434787825762,70
200.0,22.0,10.0,18.0,58.99,20.81,14.235162085906847,71
1500.0,30.0,22.0,30.0,49.9,20.99,17.676684904213296,72
800.0,30.0,15.0,15.0,1149.9,23.81,37.854455528852846,73
375.0,21.0,11.0,17.0,56.99,15.84,14.566405372337314,74
4350.0,20.0,20.0,20.0,129.9,16.22,24.563517169899022,75
200.0,18.0,6.0,17.0,17.9,34.15,13.047384846246914,76
2425.0,29.0,30.0,19.0,176.99,17.21,22.46470892214277,77
300.0,22.0,4.0,11.0,27.0,14.52,13.440978442021686,78
400.0,17.0,7.0,16.0,214.9,25.99,17.4163323114689,79
600.0,40.0,4.0,30.0,49.9,13.71,15.210787512248865,80
1050.0,16.0,10.0,16.0,56.99,16.13,15.701445255866123,81
316.0,25.0,9.0,19.0,33.9,7.5,14.021858160470327,82
500.0,25.0,9.0,18.0,38.97,12.69,14.49307815397826,83
1870.0,27.0,20.0,29.0,89.9,14.65,19.00952931425426,84
875.0,30.0,26.0,28.0,258.3,16.57,20.796892665103883,85
50.0,30.0,30.0,20.0,189.0,19.42,17.925544254896444,86
1000.0,45.0,16.0,45.0,129.99,9.28,18.51863448705019,87
300.0,36.0,9.0,11.0,18.9,15.1,14.046052760482496,88
1200.0,60.0,15.0,15.0,99.9,21.78,18.683435584237778,89
700.0,30.0,6.0,30.0,97.5,14.26,16.12607100680416,90
1500.0,35.0,40.0,35.0,370.0,23.08,25.27531351897553,91
1000.0,21.0,26.0,21.0,66.0,12.8,16.855767777517435,92
100.0,40.0,2.0,24.0,42.79,12.48,13.921712777504876,93
7400.0,34.0,25.0,17.0,378.38,58.88,36.48627383327582,94
150.0,18.0,4.0,11.0,17.99,11.85,12.815560796460534,95
2350.0,16.0,40.0,16.0,146.99,43.44,21.794358514984715,96
650.0,16.0,10.0,16.0,53.5,15.12,14.819968968764904,97
100.0,20.0,15.0,15.0,19.99,7.78,13.444970490241593,98
457.0,25.0,9.0,21.0,69.9,18.59,15.036539288535096,99
150.0,16.0,7.0,20.0,34.9,7.39,13.282344146237,100
5200.0,49.0,13.0,39.0,139.99,41.96,27.193612978892695,101
150.0,17.0,8.0,14.0,17.89,18.23,13.009727125206656,102
2200.0,22.0,7.0,17.0,29.1,12.5,17.52518934856375,103
2600.0,50.0,10.0,30.0,69.9,12.43,20.351121614616993,104
200.0,16.0,6.0,11.0,145.0,8.27,15.501523888121387,105
150.0,21.0,9.0,14.0,250.0,16.59,17.85571323099998,106
8350.0,50.0,27.0,38.0,149.9,17.7,34.58564596888034,107
550.0,99.0,3.0,65.0,50.0,8.88,17.258206552853103,108
1683.0,25.0,22.0,22.0,68.0,12.43,18.205513541707667,109
150.0,22.0,5.0,14.0,19.9,14.1,13.060488132905359,110
9650.0,60.0,60.0,16.0,195.0,34.57,40.21482807308807,111
8700.0,25.0,60.0,40.0,159.0,30.15,36.424291085134676,112
1500.0,40.0,25.0,20.0,89.9,13.65,18.958004409048808,113
1500.0,31.0,21.0,26.0,77.63,18.42,18.197635894931008,114
11867.0,43.0,43.0,38.0,329.9,65.87,45.962729367031194,115
1850.0,55.0,16.0,16.0,148.0,22.64,20.848933328602463,116
1743.0,29.0,26.0,24.0,279.9,11.92,22.94088951036583,117
975.0,37.0,31.0,17.0,149.99,18.3,19.31074481800058,118
450.0,20.0,9.0,14.0,59.0,15.51,14.602535022995337,119
4338.0,17.0,12.0,14.0,158.0,21.6,24.534105747428097,120
1200.0,20.0,35.0,20.0,59.7,13.44,17.59217046177135,121
300.0,16.0,9.0,15.0,27.9,18.23,13.538214989895035,122
495.0,20.0,15.0,18.0,289.9,18.87,19.665067869379136,123
300.0,16.0,13.0,13.0,129.0,11.51,15.776710921609066,124
100.0,20.0,15.0,15.0,149.65,19.15,16.04271970837585,125
250.0,16.0,2.0,20.0,78.0,15.65,14.073377206653985,126
650.0,16.0,10.0,11.0,34.5,14.11,14.420939056333548,127
314.0,18.0,11.0,14.0,98.0,22.62,15.147837683346417,128
346.0,18.0,10.0,13.0,230.0,19.95,17.79864713355701,129
250.0,16.0,2.0,11.0,49.0,18.23,13.459305810169095,130
300.0,16.0,11.0,20.0,134.9,11.55,15.810479486102484,131
526.0,44.0,6.0,33.0,60.0,15.63,15.524738259932152,132
10100.0,80.0,30.0,60.0,135.9,98.32,39.155988065301884,133
350.0,16.0,10.0,11.0,196.0,25.5,17.04794002631651,134
1250.0,60.0,12.0,12.0,37.5,17.6,17.358451936463094,135
1650.0,68.0,4.0,48.0,69.99,14.58,18.793710865275834,136
350.0,26.0,9.0,19.0,34.98,15.23,14.147620337739552,137
3000.0,70.0,15.0,15.0,54.9,12.51,21.785271080284488,138
1650.0,30.0,22.0,30.0,49.9,17.6,17.98101759340307,139
1600.0,36.0,28.0,27.0,799.0,18.61,33.41813249227842,140
2800.0,105.0,3.0,70.0,129.9,23.49,23.65321677587483,141
4500.0,70.0,15.0,15.0,35.0,15.14,24.429899765789546,142
5150.0,27.0,26.0,25.0,154.0,20.42,27.26427026819566,143
167.0,16.0,11.0,15.0,74.9,13.64,14.320169406906171,144
375.0,16.0,13.0,15.0,25.99,53.38,13.872408396548774,145
310.0,16.0,10.0,12.0,144.0,18.89,15.928632840259539,146
850.0,24.0,9.0,27.0,69.99,24.84,15.822587823339703,147
800.0,30.0,15.0,15.0,60.0,19.61,16.018215571699308,148
100.0,16.0,10.0,15.0,149.99,16.81,15.633595208953963,149
1600.0,33.0,27.0,26.0,139.99,18.27,20.05063783230613,150
1500.0,30.0,22.0,30.0,53.9,17.63,17.7568252472068,151
150.0,20.0,8.0,13.0,73.5,18.39,14.225632212365216,152
16550.0,22.0,65.0,40.0,94.0,14.26,51.21869554855228,153
150.0,19.0,4.0,11.0,21.99,25.63,12.930843347898666,154
200.0,20.0,15.0,15.0,34.99,15.1,13.94838523592706,155
850.0,17.0,13.0,15.0,1399.0,24.55,42.37964387080356,156
100.0,21.0,6.0,14.0,24.99,7.39,13.080953800149592,157
150.0,19.0,4.0,11.0,19.9,7.78,12.888970018684562,158
150.0,17.0,10.0,13.0,39.99,7.39,13.558976901522414,159
2850.0,42.0,25.0,15.0,219.99,14.09,24.355284050439835,160
3600.0,30.0,30.0,30.0,119.99,27.16,23.782189864650174,161
250.0,16.0,2.0,20.0,35.0,7.78,13.211868519473876,162
303.0,26.0,23.0,23.0,24.9,15.23,14.636028989453461,163
9167.0,58.0,47.0,60.0,169.0,57.26,38.089321313343376,164
7650.0,20.0,20.0,20.0,179.0,76.05,32.24255904231919,165
2400.0,34.0,31.0,24.0,188.87,21.81,22.901151470363452,166
950.0,53.0,5.0,13.0,167.99,36.5,18.736327462202055,167
650.0,38.0,10.0,28.0,49.99,9.34,15.566846283279357,168
1217.0,21.0,15.0,11.0,47.0,13.37,16.27283383034653,169
1000.0,33.0,32.0,38.0,234.9,18.89,21.05427653843246,170
250.0,35.0,7.0,11.0,79.95,14.31,15.022461269327088,171
1867.0,36.0,6.0,36.0,29.5,23.22,17.364282688333578,172
1036.0,20.0,19.0,14.0,69.99,14.66,16.562382177400302,173
500.0,30.0,3.0,19.0,45.8,16.11,14.478860374747889,174
750.0,25.0,7.0,25.0,99.9,16.46,16.136598635854355,175
7000.0,60.0,20.0,30.0,89.0,13.64,30.56304124268618,176
450.0,28.0,32.0,23.0,79.9,13.58,16.602150828545362,177
269.0,17.0,11.0,13.0,279.9,13.46,18.66210510913176,178
9675.0,42.0,47.0,33.0,112.94,34.87,37.335390715885346,179
173.0,18.0,13.0,12.0,98.9,18.26,14.982598257315797,180
5000.0,40.0,10.0,40.0,169.9,46.78,26.90925769846897,181
750.0,35.0,20.0,35.0,166.0,23.96,18.565022201167004,182
400.0,19.0,12.0,13.0,64.99,22.95,14.747506648689784,183
1400.0,35.0,22.0,24.0,98.99,14.78,18.610993906509634,184
250.0,20.0,8.0,21.0,56.99,8.72,14.127122659258976,185
200.0,16.0,15.0,15.0,28.0,18.23,13.667771152767397,186
175.0,22.0,11.0,15.0,13.65,7.39,13.320104732242797,187
1032.0,17.0,15.0,16.0,65.0,25.73,16.135916173250273,188
2303.0,26.0,15.0,23.0,489.9,21.53,27.569524899968137,189
600.0,30.0,25.0,20.0,69.9,11.99,16.379884474496375,190
150.0,25.0,7.0,16.0,21.9,11.85,13.323477280940018,191
7350.0,25.0,62.0,25.0,24.98,16.6,31.055251878711978,192
850.0,24.0,20.0,24.0,99.9,19.67,17.01662797670143,193
180.0,17.0,10.0,13.0,99.56,12.83,14.813333497391046,194
814.0,32.0,16.0,15.0,154.89,10.5,18.07310717853578,195
200.0,22.0,10.0,19.0,39.99,7.79,13.858168113330175,196
300.0,16.0,2.0,11.0,55.0,19.08,13.680960554389268,197
450.0,62.0,9.0,23.0,79.9,9.37,16.530294979592895,198
18500.0,38.0,58.0,38.0,204.0,58.1,57.5482953294528,199
450.0,24.0,8.0,15.0,21.9,12.69,13.948401313192047,200
6550.0,20.0,20.0,20.0,119.99,44.64,28.82851557824928,201
1150.0,35.0,23.0,35.0,40.0,21.49,17.017375791589874,202
200.0,20.0,9.0,14.0,29.5,13.47,13.504278844768663,203
5200.0,30.0,40.0,15.0,149.9,17.3,28.123299970700533,204
150.0,16.0,13.0,14.0,72.0,13.62,14.334051001404386,205
175.0,19.0,14.0,16.0,229.9,15.36,17.716158613516058,206
14300.0,49.0,42.0,42.0,32.9,49.09,45.119055476700034,207
900.0,32.0,7.0,29.0,74.9,16.28,16.200740267016965,208
1100.0,30.0,4.0,20.0,43.38,16.11,15.706452399597918,209
421.0,23.0,14.0,17.0,39.99,15.1,14.554642579734422,210
2000.0,28.0,60.0,28.0,52.0,11.73,20.748364871873317,211
750.0,54.0,8.0,23.0,39.9,23.43,16.00134574152084,212
400.0,50.0,3.0,25.0,49.9,8.72,15.082995875603682,213
1550.0,32.0,10.0,28.0,99.0,19.66,18.163908720278044,214
476.0,17.0,14.0,14.0,21.5,14.11,14.073911276354764,215
4400.0,19.0,23.0,19.0,92.5,15.04,24.042054884431344,216
150.0,19.0,8.0,16.0,29.87,7.78,13.327377182646341,217
700.0,19.0,35.0,27.0,129.99,14.66,17.976560729777866,218
1950.0,24.0,24.0,16.0,88.9,13.64,19.218927910226302,219
1650.0,30.0,22.0,30.0,49.9,20.7,17.98101759340307,220
6000.0,60.0,20.0,29.0,69.9,15.24,28.147813853651297,221
1250.0,30.0,5.0,45.0,75.0,16.72,16.791184435172042,222
3050.0,30.0,30.0,30.0,85.71,11.8,21.97950059816673,223
2500.0,20.0,11.0,11.0,69.9,20.98,19.07925994457128,224
600.0,52.0,11.0,11.0,49.9,13.53,15.948228170094872,225
1200.0,20.0,20.0,20.0,39.9,8.44,16.3693729795601,226
1450.0,32.0,52.0,19.0,84.9,41.57,19.958559438285686,227
850.0,17.0,10.0,15.0,125.0,19.84,16.689724070495572,228
1250.0,65.0,8.0,38.0,40.0,19.32,17.459445689922568,229
50.0,30.0,30.0,20.0,189.0,14.53,17.925544254896444,230
338.0,32.0,6.0,36.0,45.6,18.23,14.444114189962812,231
9000.0,42.0,12.0,39.0,89.0,54.89,33.5807164379853,232
5600.0,20.0,5.0,60.0,24.99,15.28,24.318545548589597,233
350.0,17.0,4.0,12.0,29.99,7.47,13.430289192558543,234
1150.0,40.0,9.0,50.0,48.0,18.23,16.637428104002872,235
400.0,18.0,18.0,18.0,107.9,22.69,15.920874366677516,236
180.0,17.0,10.0,13.0,74.9,16.96,14.319268282836127,237
2900.0,69.0,11.0,11.0,299.0,23.96,26.202820141150223,238
550.0,40.0,5.0,30.0,34.9,16.05,14.863890515252884,239
200.0,17.0,17.0,17.0,51.9,15.11,14.299244261802201,240
400.0,95.0,6.0,47.0,22.5,9.34,16.361452909119137,241
50.0,18.0,6.0,11.0,21.9,15.1,12.801156560195956,242
650.0,16.0,23.0,17.0,39.9,15.11,15.267120205703758,243
1750.0,37.0,22.0,40.0,59.9,13.44,18.666978935883556,244
3100.0,30.0,40.0,40.0,43.0,11.73,21.812708071603666,245
1643.0,16.0,8.0,12.0,12.97,8.88,15.897791681330656,246
1200.0,42.0,25.0,15.0,89.99,14.72,18.403063322063645,247
450.0,25.0,5.0,20.0,102.9,9.64,15.459528193588575,248
200.0,16.0,16.0,11.0,39.9,14.1,13.946571565562827,249
800.0,45.0,15.0,35.0,69.9,11.81,16.817149180126627,250
150.0,16.0,8.0,12.0,19.33,14.52,12.99609012695479,251
400.0,23.0,2.0,16.0,18.2,15.1,13.41091660063358,252
250.0,16.0,16.0,12.0,42.9,23.02,14.111793709180324,253
879.0,31.0,15.0,24.0,189.0,16.55,18.831219634439574,254
1800.0,35.0,26.0,26.0,139.9,21.47,20.469822491438173,255
350.0,47.0,4.0,35.0,52.64,11.87,15.022821240874446,256
1300.0,16.0,16.0,40.0,809.91,32.4,31.71206803935809,257
318.0,19.0,23.0,18.0,57.99,18.29,15.065064503461503,258
100.0,23.0,8.0,18.0,19.9,16.95,13.17409729506854,259
1175.0,29.0,7.0,28.0,89.9,14.94,16.950110534780826,260
450.0,16.0,2.0,11.0,209.0,19.56,17.070696448828734,261
1400.0,64.0,10.0,25.0,139.0,19.56,19.774512161324107,262
342.0,18.0,13.0,15.0,219.9,18.79,17.760743099283616,263
400.0,95.0,6.0,47.0,22.5,33.43,16.361452909119137,264
350.0,25.0,9.0,19.0,49.95,11.85,14.412403362948089,265
150.0,16.0,14.0,11.0,21.8,15.1,13.3723452458682,266
226.0,18.0,16.0,16.0,19.49,7.73,13.67905416499956,267
22350.0,32.0,74.0,53.0,294.9,42.02,67.9061032155061,268
2300.0,20.0,20.0,20.0,69.9,20.98,19.20219860606967,269
800.0,38.0,38.0,22.0,54.4,12.72,17.47955629163251,270
1750.0,37.0,22.0,40.0,53.9,17.63,18.546768421393306,271
600.0,16.0,11.0,11.0,539.9,21.66,24.50030068279174,272
1650.0,30.0,30.0,15.0,20.89,11.17,17.785298057882507,273
1100.0,25.0,12.0,35.0,59.9,9.34,16.357398975251115,274
1050.0,35.0,3.0,30.0,55.0,12.83,15.995179955952175,275
667.0,17.0,11.0,14.0,148.9,8.3,16.848677601387315,276
17900.0,42.0,58.0,33.0,64.96,26.97,53.66749180080599,277
1600.0,20.0,60.0,20.0,130.0,23.71,21.189028801710524,278
400.0,16.0,4.0,16.0,129.0,23.62,15.4949556803602,279
4100.0,19.0,10.0,15.0,1099.99,21.45,42.88789167363769,280
5150.0,22.0,3.0,22.0,22.5,25.85,23.176236544063972,281
2275.0,45.0,25.0,18.0,131.9,19.98,21.540229300232625,282
5050.0,40.0,16.0,50.0,144.9,65.46,26.876992464671368,283
150.0,16.0,14.0,11.0,68.9,25.59,14.315997784616645,284
3125.0,40.0,21.0,32.0,1658.83,34.48,53.512366762339894,285
1400.0,40.0,30.0,30.0,119.9,17.09,19.668262683262483,286
448.0,22.0,17.0,17.0,292.9,16.22,19.80657434884407,287
100.0,16.0,5.0,17.0,32.9,18.23,13.019664737163861,288
550.0,19.0,12.0,13.0,64.99,60.74,15.051839337879557,289
8050.0,52.0,18.0,35.0,249.0,120.61,35.526062364490585,290
600.0,25.0,7.0,24.0,49.99,17.92,14.828642160320756,291
3300.0,25.0,8.0,25.0,171.9,19.5,22.80785404492301,292
450.0,16.0,15.0,11.0,31.78,18.23,14.236034298976083,293
180.0,17.0,11.0,14.0,21.33,15.1,13.304734914897704,294
100.0,20.0,3.0,20.0,44.0,7.57,13.283493954757562,295
2750.0,42.0,11.0,36.0,119.99,15.95,21.45498354020005,296
400.0,20.0,5.0,21.0,120.0,21.29,15.528645544575149,297
260.0,18.0,12.0,18.0,339.0,10.57,19.936497726125744,298
900.0,71.0,13.0,11.0,67.99,16.68,17.697177248029625,299
950.0,46.0,10.0,33.0,58.9,13.43,16.653525226446206,300
150.0,17.0,8.0,14.0,29.99,7.67,13.252151662761989,301
3100.0,38.0,99.0,14.0,419.9,23.02,32.79891810363364,302
600.0,50.0,12.0,50.0,52.5,5.61,16.12834210416639,303
1200.0,20.0,20.0,20.0,149.9,15.8,18.573232411881314,304
200.0,16.0,8.0,11.0,29.9,34.15,13.305632556402585,305
250.0,20.0,6.0,17.0,44.9,37.22,13.760060808072215,306
1100.0,41.0,9.0,31.0,99.9,13.72,17.541166556851724,307
2200.0,35.0,35.0,25.0,175.3,19.51,22.48260737876364,308
550.0,34.0,6.0,23.0,102.0,19.68,16.026756440763467,309
500.0,30.0,19.0,17.0,89.0,22.55,16.21820706914577,310
700.0,25.0,12.0,19.0,122.99,84.41,16.751096190997526,311
200.0,16.0,2.0,11.0,56.0,7.78,13.498107180677794,312
1850.0,25.0,21.0,21.0,15.94,26.82,17.44256452934322,313
30000.0,105.0,70.0,20.0,1599.0,112.63,111.7787151600589,314
200.0,16.0,16.0,13.0,53.99,7.78,14.236211237042323,315
610.0,22.0,14.0,16.0,198.9,18.82,18.08306237930067,316
1250.0,26.0,21.0,20.0,143.0,38.55,18.8023613195748,317
250.0,20.0,20.0,20.0,46.0,12.98,14.564146637756634,318
2600.0,50.0,10.0,30.0,69.9,12.43,20.351121614616993,319
1050.0,30.0,30.0,30.0,60.0,11.15,17.406629354379064,320
4250.0,20.0,20.0,20.0,129.9,18.8,24.360628710439176,321
400.0,19.0,9.0,15.0,599.99,12.39,25.308402280476432,322
100.0,20.0,20.0,20.0,59.9,15.17,14.538301640469271,323
1000.0,47.0,12.0,29.0,738.0,20.93,30.49139480769132,324
600.0,17.0,13.0,14.0,510.0,40.26,24.057558835206432,325
650.0,20.0,8.0,14.0,47.9,19.32,14.73084897114851,326
213.0,18.0,12.0,13.0,72.0,16.94,14.473408972151343,327
825.0,52.0,18.0,74.0,28.99,4.35,16.602685562072125,328
300.0,17.0,5.0,13.0,295.0,14.07,18.697089212607395,329
2500.0,105.0,3.0,70.0,124.9,18.12,22.944375968753413,330
5200.0,50.0,23.0,27.0,69.9,21.13,26.331159337119995,331
350.0,16.0,10.0,16.0,24.9,16.11,13.638300137981846,332
700.0,62.0,15.0,15.0,65.49,16.22,17.04987040322623,333
2600.0,50.0,10.0,30.0,69.9,21.57,20.351121614616993,334
2300.0,27.0,14.0,27.0,35.0,18.0,18.444237055303567,335
1150.0,27.0,22.0,39.0,99.0,15.68,17.877925290797158,336
1375.0,21.0,7.0,16.0,279.0,16.7,20.819312621451754,337
1700.0,65.0,6.0,50.0,69.99,27.44,18.90722082087588,338
350.0,20.0,8.0,13.0,30.9,9.27,13.777914478404151,339
725.0,31.0,7.0,31.0,40.35,13.86,15.12567635519615,340
6200.0,62.0,12.0,35.0,109.9,19.96,29.006726407573428,341
200.0,17.0,21.0,11.0,119.9,17.28,15.85988822867524,342
750.0,16.0,24.0,24.0,15.9,7.39,15.069948722659309,343
600.0,32.0,16.0,24.0,99.99,7.88,16.572053577487964,344
5000.0,61.0,34.0,36.0,75.0,12.07,27.05298826674516,345
5650.0,73.0,73.0,20.0,249.9,69.21,34.38671098510422,346
688.0,17.0,13.0,16.0,39.9,7.78,14.824952182505067,347
250.0,22.0,5.0,14.0,25.0,13.47,13.365555529681917,348
1400.0,20.0,30.0,20.0,38.4,15.1,17.295832459452853,349
150.0,24.0,8.0,12.0,13.95,12.48,13.169439033185583,350
1000.0,28.0,14.0,16.0,59.9,19.61,16.300303702837788,351
1150.0,40.0,20.0,30.0,120.0,20.33,18.61230985359208,352
1600.0,45.0,3.0,37.0,69.0,20.42,17.768688364402024,353
50.0,16.0,7.0,11.0,60.76,14.99,13.564509094448095,354
350.0,18.0,9.0,14.0,99.0,14.44,15.130765576581211,355
350.0,16.0,6.0,11.0,119.99,37.75,15.304779082744307,356
3008.0,32.0,45.0,32.0,70.97,17.75,22.50270279583014,357
300.0,25.0,10.0,36.0,14.5,6.1,13.718224025319449,358
5950.0,65.0,11.0,65.0,143.8,30.2,29.33922747144146,359
1600.0,42.0,25.0,15.0,118.99,17.08,19.795634646605897,360
150.0,25.0,7.0,16.0,9.5,14.1,13.075042217660174,361
260.0,16.0,11.0,13.0,36.0,13.47,13.72214552530716,362
12250.0,20.0,30.0,20.0,67.0,20.87,39.88223376324984,363
200.0,16.0,11.0,11.0,79.0,15.3,14.454575823526469,364
610.0,27.0,12.0,20.0,155.0,27.63,17.283776745820845,365
150.0,20.0,10.0,15.0,120.0,8.26,15.274756050868657,366
4105.0,67.0,10.0,67.0,117.3,21.34,25.08756183328994,367
1000.0,53.0,8.0,18.0,105.0,16.7,17.759345480732783,368
200.0,33.0,21.0,27.0,12.5,11.85,14.329157860693055,369
550.0,20.0,20.0,20.0,79.99,17.0,15.853804580723432,370
100.0,20.0,15.0,15.0,23.99,7.78,13.525110833235091,371
600.0,25.0,7.0,24.0,49.99,18.5,14.828642160320756,372
150.0,16.0,16.0,11.0,59.9,7.39,14.245829050800397,373
250.0,40.0,4.0,30.0,15.9,18.23,13.819484988694661,374
100.0,18.0,20.0,16.0,14.89,15.79,13.551547387475877,375
641.0,21.0,12.0,17.0,94.5,9.58,15.912678259881604,376
449.0,19.0,14.0,14.0,309.9,17.87,19.867534539021115,377
6550.0,20.0,20.0,20.0,119.0,17.6,28.80868084335839,378
180.0,17.0,10.0,13.0,79.9,3.68,14.419443711578,379
275.0,18.0,4.0,12.0,17.0,11.85,13.0530092925369,380
250.0,22.0,10.0,18.0,89.99,19.6,14.957693973836385,381
200.0,16.0,5.0,20.0,25.0,7.78,13.07529398913889,382
200.0,16.0,10.0,11.0,35.99,7.39,13.537793266529313,383
100.0,23.0,8.0,18.0,19.9,16.79,13.17409729506854,384
200.0,41.0,2.0,29.0,31.9,42.38,13.959924644821792,385
7000.0,26.0,47.0,27.0,59.9,11.73,30.261152202271848,386
1750.0,28.0,15.0,13.0,550.0,29.93,27.685218223097284,387
275.0,19.0,9.0,27.0,110.0,12.27,15.281871920014893,388
650.0,28.0,13.0,15.0,79.9,15.32,15.932149634093804,389
300.0,36.0,6.0,26.0,24.99,15.56,14.05793572544812,390
400.0,18.0,11.0,11.0,56.99,14.15,14.489664922013699,391
400.0,30.0,30.0,20.0,131.0,16.02,17.473618889600182,392
1800.0,52.0,5.0,52.0,135.0,23.75,19.908013289382694,393
5350.0,53.0,43.0,11.0,389.9,30.11,34.19485396403563,394
1550.0,30.0,22.0,30.0,59.9,16.52,17.97847999142697,395
1400.0,20.0,30.0,20.0,38.4,15.1,17.295832459452853,396
650.0,46.0,10.0,34.0,72.9,19.75,16.32902370518635,397
2600.0,50.0,10.0,30.0,69.9,0.0,20.351121614616993,398
200.0,22.0,14.0,17.0,14.6,14.1,13.562426048732295,399
382.0,37.0,7.0,26.0,23.9,15.79,14.29268174614366,400
8050.0,30.0,20.0,50.0,319.99,18.49,36.34046140354165,401
922.0,30.0,15.0,17.0,137.9,38.81,17.833817985323602,402
15400.0,61.0,61.0,19.0,259.98,25.87,53.284028061290236,403
